scheduled_from,expires_at,is_hidden,description,is_scheduled,reporter_type,scheduled_until,status,id,created_date,updated_date,created_by_id,created_by,is_sample
"","2026-01-25T13:45:57.770Z","false","דיווח orange","false","user","","orange","6976178f89449b9be51cb31f","2026-01-25T13:15:59.920000","2026-01-25T13:15:59.920000","anonymous","anonymous","false"
"","2026-01-25T13:45:12.715Z","false","דיווח orange","false","admin","","orange","6976176111da8a12971ce165","2026-01-25T13:15:13.970000","2026-01-25T13:15:13.970000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","2026-01-25T13:45:10.038Z","false","דיווח orange","false","admin","","orange","6976175ec7e33a62e47ed811","2026-01-25T13:15:10.819000","2026-01-25T13:15:10.819000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","2026-01-25T10:20:18.475Z","false","דיווח orange","false","user","","orange","6975e75b48ae6a00b3aa7e6c","2026-01-25T09:50:19.522000","2026-01-25T09:50:19.522000","anonymous","anonymous","false"
"","","false","איפוס מערכת","false","user","","green","6972261219fe8fa8707cf7b9","2026-01-22T13:28:50.321000","2026-01-22T13:28:50.321000","anonymous","anonymous","false"
"","2026-01-22T13:58:39.396Z","false","דיווח orange","false","user","","orange","69722608ce3c30bb50e1debc","2026-01-22T13:28:40.712000","2026-01-22T13:28:40.712000","anonymous","anonymous","false"
"","2026-01-22T13:28:41.521Z","false","דיווח red","false","user","","red","69721f021e98992c57676403","2026-01-22T12:58:42.538000","2026-01-22T12:58:42.538000","anonymous","anonymous","false"
"","2026-01-22T13:09:03.157Z","false","דיווח red","false","user","","red","69721a680a7bc0ed0d21aa6d","2026-01-22T12:39:04.602000","2026-01-22T12:39:04.602000","anonymous","anonymous","false"
"","2026-01-22T11:27:07.057Z","false","דיווח red","false","admin","","red","6972027ee50aaf0eb6a69039","2026-01-22T10:57:02.979000","2026-01-22T10:57:02.979000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","2025-12-31T14:50:47.167Z","false","דיווח orange","false","user","","orange","6955313f9a54fd404811777c","2025-12-31T14:20:47.815000","2025-12-31T14:20:47.815000","anonymous","anonymous","false"
"","2025-12-31T13:43:22.309Z","false","דיווח orange","false","user","","orange","6955217154b3577fe9e07682","2025-12-31T13:13:21.676000","2025-12-31T13:13:21.676000","anonymous","anonymous","false"
"","2025-12-31T13:43:18.491Z","false","דיווח orange","false","user","","orange","6955216e19e0e8308ca6b15a","2025-12-31T13:13:18.289000","2025-12-31T13:13:18.289000","anonymous","anonymous","false"
"","2025-12-31T10:50:51.915Z","false","דיווח orange","false","user","","orange","6954f9032c4e494b028662bc","2025-12-31T10:20:51.103000","2025-12-31T10:20:51.103000","anonymous","anonymous","false"
"","2025-12-31T10:50:33.552Z","false","דיווח orange","false","user","","orange","6954f8f1aa20da78208c5489","2025-12-31T10:20:33.547000","2025-12-31T10:20:33.547000","anonymous","anonymous","false"
"","2025-12-31T10:01:55.256Z","false","דיווח orange","false","user","","orange","6954ed8ad6e19a926434c8a1","2025-12-31T09:31:54.469000","2025-12-31T09:31:54.469000","anonymous","anonymous","false"
"","2025-12-31T09:59:08.646Z","false","דיווח orange","false","user","","orange","6954ece46aa43c2e0400a1de","2025-12-31T09:29:08.277000","2025-12-31T09:29:08.277000","anonymous","anonymous","false"
"","2025-12-30T11:13:03.225Z","false","דיווח orange","false","user","","orange","6953acb77be45010be331a5a","2025-12-30T10:43:03.791000","2025-12-30T10:43:03.791000","anonymous","anonymous","false"
"","2025-12-30T11:12:58.866Z","false","דיווח orange","false","user","","orange","6953acb37fbfff122dcbad9c","2025-12-30T10:42:59.824000","2025-12-30T10:42:59.824000","anonymous","anonymous","false"
"","2025-12-30T10:05:11.474Z","false","דיווח orange","false","user","","orange","69539cd054510bb191f5661a","2025-12-30T09:35:12.405000","2025-12-30T09:35:12.405000","anonymous","anonymous","false"
"","2025-12-29T21:52:33.467Z","false","דיווח red","false","user","","red","6952f11acdd85701736ce2ec","2025-12-29T21:22:34.503000","2025-12-29T21:22:34.503000","anonymous","anonymous","false"
"","2025-12-28T13:49:27.983Z","false","דיווח orange","false","user","","orange","69512e59fbd00527f80baed2","2025-12-28T13:19:21.271000","2025-12-28T13:19:21.272000","anonymous","anonymous","false"
"","2025-12-28T12:06:59.618Z","false","דיווח orange","false","admin","","orange","695116546507b746623c1948","2025-12-28T11:36:52.911000","2025-12-28T11:36:52.911000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","2025-12-20T09:03:06.430Z","false","דיווח orange","false","admin","","orange","69465f42e2e19e594f4d3463","2025-12-20T08:33:06.746000","2025-12-20T08:33:06.746000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","2025-12-19T19:12:33.978Z","false","דיווח red","false","user","","red","69459c98dc7f1960ca9e97c9","2025-12-19T18:42:32.533000","2025-12-19T18:42:32.533000","anonymous","anonymous","false"
"","2025-12-19T19:12:33.094Z","false","דיווח red","false","user","","red","69459c975f0b7845f50a98b8","2025-12-19T18:42:31.662000","2025-12-19T18:42:31.662000","anonymous","anonymous","false"
"","2025-12-19T19:12:32.036Z","false","דיווח red","false","user","","red","69459c968872ac1b833e450c","2025-12-19T18:42:30.641000","2025-12-19T18:42:30.641000","anonymous","anonymous","false"
"","2025-12-19T19:12:30.968Z","false","דיווח red","false","user","","red","69459c951d503c9b8f99dfc1","2025-12-19T18:42:29.602000","2025-12-19T18:42:29.602000","anonymous","anonymous","false"
"","2025-12-19T19:12:29.911Z","false","דיווח red","false","user","","red","69459c949a5ca03ed72aca8b","2025-12-19T18:42:28.571000","2025-12-19T18:42:28.571000","anonymous","anonymous","false"
"","2025-12-19T19:12:28.693Z","false","דיווח red","false","user","","red","69459c937ee10a2bdc793159","2025-12-19T18:42:27.401000","2025-12-19T18:42:27.401000","anonymous","anonymous","false"
"","2025-12-19T19:12:27.006Z","false","דיווח red","false","user","","red","69459c920ee9293aa480f60a","2025-12-19T18:42:26.219000","2025-12-19T18:42:26.219000","anonymous","anonymous","false"
"","2025-12-19T17:32:13.454Z","false","דיווח red","false","user","","red","69458514ac446c6edcbf3706","2025-12-19T17:02:12.229000","2025-12-19T17:02:12.229000","anonymous","anonymous","false"
"","2025-12-19T17:32:12.414Z","false","דיווח red","false","user","","red","69458513833185b2665bce06","2025-12-19T17:02:11.001000","2025-12-19T17:02:11.001000","anonymous","anonymous","false"
"","2025-12-19T17:32:11.381Z","false","דיווח red","false","user","","red","694585113fc8f8166fa2d59e","2025-12-19T17:02:09.985000","2025-12-19T17:02:09.985000","anonymous","anonymous","false"
"","2025-12-19T17:32:10.371Z","false","דיווח red","false","user","","red","6945851179295e8486e8d44b","2025-12-19T17:02:09.036000","2025-12-19T17:02:09.036000","anonymous","anonymous","false"
"","2025-12-19T17:32:09.512Z","false","דיווח red","false","user","","red","694585100297a873bde5cc55","2025-12-19T17:02:08.090000","2025-12-19T17:02:08.090000","anonymous","anonymous","false"
"","2025-12-19T17:32:08.039Z","false","דיווח red","false","user","","red","6945850f1f8bc0f4444c1ec0","2025-12-19T17:02:07.111000","2025-12-19T17:02:07.111000","anonymous","anonymous","false"
"","2025-12-19T07:12:45.770Z","false","דיווח red","false","user","","red","6944f3e8865526d529e07cab","2025-12-19T06:42:48.905000","2025-12-19T06:42:48.905000","anonymous","anonymous","false"
"","2025-12-19T06:37:13.141Z","false","דיווח red","false","user","","red","6944eb8f5a2aa0fa837612ec","2025-12-19T06:07:11.753000","2025-12-19T06:07:11.753000","anonymous","anonymous","false"
"","2025-12-19T06:37:12.122Z","false","דיווח red","false","user","","red","6944eb8e633bfb20e99d5675","2025-12-19T06:07:10.749000","2025-12-19T06:07:10.749000","anonymous","anonymous","false"
"","2025-12-19T06:37:11.116Z","false","דיווח red","false","user","","red","6944eb8d865526d529e07889","2025-12-19T06:07:09.737000","2025-12-19T06:07:09.737000","anonymous","anonymous","false"
"","2025-12-19T06:37:10.314Z","false","דיווח red","false","user","","red","6944eb8c6c11c21ef70266a7","2025-12-19T06:07:08.912000","2025-12-19T06:07:08.912000","anonymous","anonymous","false"
"","2025-12-19T06:37:08.466Z","false","דיווח red","false","user","","red","6944eb8b757a0c97ba8b89b6","2025-12-19T06:07:07.682000","2025-12-19T06:07:07.682000","anonymous","anonymous","false"
"","2025-12-16T10:20:03.047Z","false","דיווח orange","false","user","","orange","69412b4eb1e5e8f155c31995","2025-12-16T09:50:06.199000","2025-12-16T09:50:06.200000","anonymous","anonymous","false"
"","2025-12-16T08:08:36.475Z","false","דיווח red","false","user","","red","69410c7b910a65d28b495d75","2025-12-16T07:38:35.264000","2025-12-16T07:38:35.264000","anonymous","anonymous","false"
"","2025-12-16T08:08:32.684Z","false","דיווח red","false","user","","red","69410c77fbb4c7b890586b5d","2025-12-16T07:38:31.948000","2025-12-16T07:38:31.948000","anonymous","anonymous","false"
"2025-12-15T21:43:58.399Z","2025-12-16T05:43:58.399Z","false","שדרוג האתר, בהצלחה לכולם","true","admin","2025-12-16T05:43:58.399Z","red","6940811f0f04b745893b702e","2025-12-15T21:43:59.432000","2025-12-15T21:43:59.432000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","","false","איפוס מערכת","false","user","","green","693f253c93bbf456e7a745a1","2025-12-14T20:59:40.115000","2025-12-14T20:59:40.115000","anonymous","anonymous","false"
"","2025-12-14T21:28:31.455Z","false","דיווח orange","false","user","","orange","693f24f8e632e87c4928f97a","2025-12-14T20:58:32.041000","2025-12-14T20:58:32.041000","anonymous","anonymous","false"
"","2025-12-14T21:28:27.868Z","false","דיווח orange","false","user","","orange","693f24f404406ed37ce71c10","2025-12-14T20:58:28.568000","2025-12-14T20:58:28.568000","anonymous","anonymous","false"
"","2025-12-14T21:28:24.638Z","false","דיווח orange","false","user","","orange","693f24f174be5b8182bbbc51","2025-12-14T20:58:25.321000","2025-12-14T20:58:25.321000","anonymous","anonymous","false"
"","","false","איפוס מערכת","false","user","","green","693f24e5b863a12b694be650","2025-12-14T20:58:13.430000","2025-12-14T20:58:13.430000","anonymous","anonymous","false"
"","2025-12-14T21:28:05.213Z","false","דיווח red","false","user","","red","693f24dee3c92f7d7507fd35","2025-12-14T20:58:06.280000","2025-12-14T20:58:06.280000","anonymous","anonymous","false"
"","","false","איפוס מערכת","false","user","","green","693f24c7085e2d5c632e1154","2025-12-14T20:57:43.851000","2025-12-14T20:57:43.851000","anonymous","anonymous","false"
"","2025-12-14T21:27:23.189Z","false","דיווח orange","false","user","","orange","693f24b4c41016a456a7700f","2025-12-14T20:57:24.816000","2025-12-14T20:57:24.816000","anonymous","anonymous","false"
"","2025-12-14T10:59:17.715Z","false","דיווח orange","false","admin","","orange","693e917e081618420d9b3b63","2025-12-14T10:29:18.701000","2025-12-14T10:29:18.701000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","2025-12-14T10:59:16.173Z","false","דיווח orange","false","admin","","orange","693e917d6051aa67ae4043f9","2025-12-14T10:29:17.123000","2025-12-14T10:29:17.123000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","2025-12-14T10:58:47.419Z","false","דיווח orange","false","admin","","orange","693e916029aa7bd85a1811e9","2025-12-14T10:28:48.774000","2025-12-14T10:28:48.774000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","2025-12-14T09:56:27.414Z","false","דיווח orange","false","admin","","orange","693e82c4db8a3937af0a4739","2025-12-14T09:26:28.778000","2025-12-14T09:26:28.778000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","2025-12-06T23:29:37.663Z","false","דיווח red","false","user","","red","6934b55baa17035ab62860e6","2025-12-06T22:59:39.082000","2025-12-06T22:59:39.082000","anonymous","anonymous","false"
"","","false","איפוס מערכת","false","user","","green","6934603c858892b2d1f87156","2025-12-06T16:56:28.170000","2025-12-06T16:56:28.170000","anonymous","anonymous","false"
"","2025-12-06T17:26:01.811Z","false","דיווח red","false","user","","red","693460223311733cc0e31811","2025-12-06T16:56:02.877000","2025-12-06T16:56:02.877000","anonymous","anonymous","false"
"","2025-12-06T12:01:07.771Z","false","דיווח red","false","admin","","red","693413fd76634d51ac9cb1c2","2025-12-06T11:31:09.151000","2025-12-06T11:31:09.151000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","2025-12-06T12:01:06.818Z","false","דיווח red","false","admin","","red","693413fc9a7f92aa52187ebd","2025-12-06T11:31:08.077000","2025-12-06T11:31:08.077000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","2025-12-06T11:59:11.205Z","false","דיווח red","false","admin","","red","69341388d9bc496c0fe103ae","2025-12-06T11:29:12.457000","2025-12-06T11:29:12.457000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"2025-12-06T11:29:09.411Z","2025-12-07T11:29:09.411Z","false","השבתה מתוכננת למשך 24 שעות","true","admin","2025-12-07T11:29:09.411Z","red","69341386b16a7a0c2066fc1b","2025-12-06T11:29:10.386000","2025-12-06T11:29:10.386000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","2025-12-06T11:53:59.410Z","false","דיווח red","false","admin","","red","69341251153b4b2973ead385","2025-12-06T11:24:01.176000","2025-12-06T11:24:01.176000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","2025-12-04T13:14:50.153Z","false","דיווח red","false","user","","red","69318243f75ff3d26333cda2","2025-12-04T12:44:51.591000","2025-12-04T12:44:51.591000","anonymous","anonymous","false"
"","2025-12-04T13:03:42.678Z","false","דיווח red","false","user","","red","69317fa96477d87e902d94f2","2025-12-04T12:33:45.071000","2025-12-04T12:33:45.071000","anonymous","anonymous","false"
"","2025-12-04T11:56:42.378Z","false","דיווח red","false","admin","","red","69316ff45685a491b215fa04","2025-12-04T11:26:44.498000","2025-12-04T11:26:44.498000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","2025-12-04T11:49:09.971Z","false","דיווח red","false","admin","","red","69316e2f13202a90adbdba5f","2025-12-04T11:19:11.766000","2025-12-04T11:19:11.766000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","","false","איפוס מערכת","false","user","","green","692feaa83bf5ec06b571751d","2025-12-03T07:45:44.980000","2025-12-03T07:45:44.980000","anonymous","anonymous","false"
"","2025-12-03T08:10:48.890Z","false","דיווח red","false","user","","red","692fe9821ce246c362e4d172","2025-12-03T07:40:50.716000","2025-12-03T07:40:50.716000","anonymous","anonymous","false"
"","2025-11-23T09:26:29.611Z","false","דיווח orange","false","user","","orange","6922cc3d6c890e0a7c3d219a","2025-11-23T08:56:29.953000","2025-11-23T08:56:29.953000","anonymous","anonymous","false"
"","2025-11-23T09:26:25.463Z","false","דיווח orange","false","user","","orange","6922cc3a1a4f7e228d0e89fe","2025-11-23T08:56:26.612000","2025-11-23T08:56:26.612000","anonymous","anonymous","false"
"","2025-11-23T08:27:01.435Z","false","דיווח orange","false","user","","orange","6922be4999273fd7c769bd94","2025-11-23T07:56:57.932000","2025-11-23T07:56:57.932000","anonymous","anonymous","false"
"","2025-11-23T08:24:11.192Z","false","דיווח orange","false","admin","","orange","6922bd9d3cb5cd44408bc92b","2025-11-23T07:54:05.102000","2025-11-23T07:54:05.102000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","2025-11-23T08:20:21.632Z","false","דיווח orange","false","admin","","orange","6922bcb748c8b67365f833f3","2025-11-23T07:50:15.719000","2025-11-23T07:50:15.719000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","","false","איפוס מערכת","false","admin","","green","6922bbf366cb11f109b3b71d","2025-11-23T07:46:59.796000","2025-11-23T07:46:59.796000","687d4f881dbc0bae0d03f20b","zomerg@gmail.com","false"
"","2025-11-23T07:52:19.821Z","false","דיווח red","false","user","","red","6922b62c2c0eb4a0125c7709","2025-11-23T07:22:20.748000","2025-11-23T07:22:20.748000","anonymous","anonymous","false"
"","2025-11-23T07:52:18.059Z","false","דיווח red","false","user","","red","6922b62bd189e79463b10988","2025-11-23T07:22:19.301000","2025-11-23T07:22:19.301000","anonymous","anonymous","false"
